Build,Date,Notes,TestCase,Verdict
21.1,2017-05-23,"Full Load:
Row counts are not equal between PatientDim and PatientDim_CHCO_CDW_20170518105412091_19000101000000000_20170518105412091 tables.

PatientDim: 2787750
PatientDim_CHCO_CDW_20170518105412091_19000101000000000_20170518105412091: 2491382",Rowcount validation of PatientDim and PatientDim_CHCO_CDW_20170518105412091_19000101000000000_20170518105412091 tables,Fail
21.1,2017-05-23,"Full Load:
Row counts are equal between PatientLocationEventFact and PatientLocationEventFact_CHCO_CDW_20170518111355717_19000101000000000_20170518111355717 tables.

PatientLocationEventFact: 3292765
PatientLocationEventFact_CHCO_CDW_20170518111355717_19000101000000000_20170518111355717: 3254915",Rowcount validation of PatientLocationEventFact and PatientLocationEventFact_CHCO_CDW_20170518111355717_19000101000000000_20170518111355717 tables,Pass
21.1,2017-05-23,"Full Load:
Row counts are equal between PatientLocationEventProfileDim and PatientLocationEventProfileDim_CHCO_CDW_20170518112912749_19000101000000000_20170518112912749 tables.

PatientLocationEventProfileDim: 6
PatientLocationEventProfileDim_CHCO_CDW_20170518112912749_19000101000000000_20170518112912749: 6",Rowcount validation of PatientLocationEventProfileDim and PatientLocationEventProfileDim_CHCO_CDW_20170518112912749_19000101000000000_20170518112912749 tables,Pass
21.1,2017-05-23,"Full Load:
Row counts are equal between PatientRegistryProfileDim and PatientRegistryProfileDim_CHCO_CDW_20170518112916483_19000101000000000_20170518112916483 tables.

PatientRegistryProfileDim: 14
PatientRegistryProfileDim_CHCO_CDW_20170518112916483_19000101000000000_20170518112916483: 14",Rowcount validation of PatientRegistryProfileDim and PatientRegistryProfileDim_CHCO_CDW_20170518112916483_19000101000000000_20170518112916483 tables,Pass
21.1,2017-05-23,"Full Load:
Row counts are equal between PharmacyDim and PharmacyDim_CHCO_CDW_20170519030849771_19000101000000000_20170519030849771 tables.

PharmacyDim: 86669
PharmacyDim_CHCO_CDW_20170519030849771_19000101000000000_20170519030849771: 86669",Rowcount validation of PharmacyDim and PharmacyDim_CHCO_CDW_20170519030849771_19000101000000000_20170519030849771 tables,Pass
21.1,2017-05-23,"Full Load:
Row counts are equal between PlaceOfServiceDim and PlaceOfServiceDim_CHCO_CDW_20170519030913646_19000101000000000_20170519030913646 tables.

PlaceOfServiceDim: 191
PlaceOfServiceDim_CHCO_CDW_20170519030913646_19000101000000000_20170519030913646: 191",Rowcount validation of PlaceOfServiceDim and PlaceOfServiceDim_CHCO_CDW_20170519030913646_19000101000000000_20170519030913646 tables,Pass
21.1,2017-05-23,"Full Load:
Row counts are equal between ProcedureDim and ProcedureDim_CHCO_CDW_20170519030917333_19000101000000000_20170519030917333 tables.

ProcedureDim: 347202
ProcedureDim_CHCO_CDW_20170519030917333_19000101000000000_20170519030917333: 341512",Rowcount validation of ProcedureDim and ProcedureDim_CHCO_CDW_20170519030917333_19000101000000000_20170519030917333 tables,Pass
21.1,2017-05-23,"Full Load:
Row counts are equal between ProcedureOrderProfileDim and ProcedureOrderProfileDim_CHCO_CDW_20170519035737694_19000101000000000_20170519035737694 tables.

ProcedureOrderProfileDim: 32902
ProcedureOrderProfileDim_CHCO_CDW_20170519035737694_19000101000000000_20170519035737694: 32902",Rowcount validation of ProcedureOrderProfileDim and ProcedureOrderProfileDim_CHCO_CDW_20170519035737694_19000101000000000_20170519035737694 tables,Pass
21.1,2017-05-23,"Full Load:
Row counts are equal between ProcedureTerminologyBridge and ProcedureTerminologyBridge_CHCO_CDW_20170519035755163_19000101000000000_20170519035755163 tables.

ProcedureTerminologyBridge: 4
ProcedureTerminologyBridge_CHCO_CDW_20170519035755163_19000101000000000_20170519035755163: 4",Rowcount validation of ProcedureTerminologyBridge and ProcedureTerminologyBridge_CHCO_CDW_20170519035755163_19000101000000000_20170519035755163 tables,Pass
21.1,2017-05-23,"Full Load:
Row counts are equal between ProcedureTerminologyDim and ProcedureTerminologyDim_CHCO_CDW_20170519035758726_19000101000000000_20170519035758726 tables.

ProcedureTerminologyDim: 89045
ProcedureTerminologyDim_CHCO_CDW_20170519035758726_19000101000000000_20170519035758726: 89045",Rowcount validation of ProcedureTerminologyDim and ProcedureTerminologyDim_CHCO_CDW_20170519035758726_19000101000000000_20170519035758726 tables,Pass
21.1,2017-05-23,"Full Load:
Row counts are equal between ProcedureTerminologySetDim and ProcedureTerminologySetDim_CHCO_CDW_20170519035812757_19000101000000000_20170519035812757 tables.

ProcedureTerminologySetDim: 41713
ProcedureTerminologySetDim_CHCO_CDW_20170519035812757_19000101000000000_20170519035812757: 41713",Rowcount validation of ProcedureTerminologySetDim and ProcedureTerminologySetDim_CHCO_CDW_20170519035812757_19000101000000000_20170519035812757 tables,Pass
21.1,2017-05-23,"Full Load:
Row counts are equal between ProviderDim and ProviderDim_CHCO_CDW_20170519035821882_19000101000000000_20170519035821882 tables.

ProviderDim: 300825
ProviderDim_CHCO_CDW_20170519035821882_19000101000000000_20170519035821882: 300825",Rowcount validation of ProviderDim and ProviderDim_CHCO_CDW_20170519035821882_19000101000000000_20170519035821882 tables,Pass
21.1,2017-05-23,"Full Load:
Row counts are equal between ReferralStatusProfileDim and ReferralStatusProfileDim_CHCO_CDW_20170519042546133_19000101000000000_20170519042546133 tables.

ReferralStatusProfileDim: 455
ReferralStatusProfileDim_CHCO_CDW_20170519042546133_19000101000000000_20170519042546133: 455",Rowcount validation of ReferralStatusProfileDim and ReferralStatusProfileDim_CHCO_CDW_20170519042546133_19000101000000000_20170519042546133 tables,Pass
21.1,2017-05-23,"Full Load:
Row counts are equal between ResourceDim and ResourceDim_CHCO_CDW_20170519042553476_19000101000000000_20170519042553476 tables.

ResourceDim: 1946
ResourceDim_CHCO_CDW_20170519042553476_19000101000000000_20170519042553476: 1946",Rowcount validation of ResourceDim and ResourceDim_CHCO_CDW_20170519042553476_19000101000000000_20170519042553476 tables,Pass
21.1,2017-05-23,"Full Load:
Row counts are not equal between SurgicalCaseFact and SurgicalCaseFact_CHCO_CDW_20170519042601773_19000101000000000_20170519042601773 tables.

SurgicalCaseFact: 232287
SurgicalCaseFact_CHCO_CDW_20170519042601773_19000101000000000_20170519042601773: 1018",Rowcount validation of SurgicalCaseFact and SurgicalCaseFact_CHCO_CDW_20170519042601773_19000101000000000_20170519042601773 tables,Fail
21.1,2017-05-23,"Full Load:
Row counts are equal between SurgicalCaseProfileDim and SurgicalCaseProfileDim_CHCO_CDW_20170519042610836_19000101000000000_20170519042610836 tables.

SurgicalCaseProfileDim: 10266
SurgicalCaseProfileDim_CHCO_CDW_20170519042610836_19000101000000000_20170519042610836: 10266",Rowcount validation of SurgicalCaseProfileDim and SurgicalCaseProfileDim_CHCO_CDW_20170519042610836_19000101000000000_20170519042610836 tables,Pass
21.1,2017-05-23,"Full Load:
Row counts are not equal between SurgicalProcedureEventFact and SurgicalProcedureEventFact_CHCO_CDW_20170519042615164_19000101000000000_20170519042615164 tables.

SurgicalProcedureEventFact: 296706
SurgicalProcedureEventFact_CHCO_CDW_20170519042615164_19000101000000000_20170519042615164: 2305",Rowcount validation of SurgicalProcedureEventFact and SurgicalProcedureEventFact_CHCO_CDW_20170519042615164_19000101000000000_20170519042615164 tables,Fail
21.1,2017-05-23,"Full Load:
Row counts are equal between SurgicalSupplyUseProfileDim and SurgicalSupplyUseProfileDim_CHCO_CDW_20170519042939352_19000101000000000_20170519042939352 tables.

SurgicalSupplyUseProfileDim: 27
SurgicalSupplyUseProfileDim_CHCO_CDW_20170519042939352_19000101000000000_20170519042939352: 27",Rowcount validation of SurgicalSupplyUseProfileDim and SurgicalSupplyUseProfileDim_CHCO_CDW_20170519042939352_19000101000000000_20170519042939352 tables,Pass
21.1,2017-05-23,"Full Load:
Row counts are equal between SurveyAnswerFact and SurveyAnswerFact_CHCO_CDW_20170519042942852_19000101000000000_20170519042942852 tables.

SurveyAnswerFact: 3
SurveyAnswerFact_CHCO_CDW_20170519042942852_19000101000000000_20170519042942852: 3",Rowcount validation of SurveyAnswerFact and SurveyAnswerFact_CHCO_CDW_20170519042942852_19000101000000000_20170519042942852 tables,Pass
21.1,2017-05-23,"Full Load:
Row counts are equal between TimeOfDayDim and TimeOfDayDim_CHCO_CDW_20170519042946461_19000101000000000_20170519042946461 tables.

TimeOfDayDim: 1443
TimeOfDayDim_CHCO_CDW_20170519042946461_19000101000000000_20170519042946461: 1443",Rowcount validation of TimeOfDayDim and TimeOfDayDim_CHCO_CDW_20170519042946461_19000101000000000_20170519042946461 tables,Pass
21.1,2017-05-23,"Full Load:
Row counts are equal between TransportProfileDim and TransportProfileDim_CHCO_CDW_20170519043029164_19000101000000000_20170519043029164 tables.

TransportProfileDim: 1429
TransportProfileDim_CHCO_CDW_20170519043029164_19000101000000000_20170519043029164: 1429",Rowcount validation of TransportProfileDim and TransportProfileDim_CHCO_CDW_20170519043029164_19000101000000000_20170519043029164 tables,Pass
21.1,2017-05-23,"Full Load:
Row counts are not equal between VisitFact and VisitFact_CHCO_CDW_20170519044943352_19000101000000000_20170519044943352 tables.

VisitFact: 11418274
VisitFact_CHCO_CDW_20170519044943352_19000101000000000_20170519044943352: 10489549",Rowcount validation of VisitFact and VisitFact_CHCO_CDW_20170519044943352_19000101000000000_20170519044943352 tables,Fail
21.1,2017-05-23,"Full Load:
Row counts are equal between VisitProfileDim and VisitProfileDim_CHCO_CDW_20170519054608135_19000101000000000_20170519054608135 tables.

VisitProfileDim: 19549
VisitProfileDim_CHCO_CDW_20170519054608135_19000101000000000_20170519054608135: 19549",Rowcount validation of VisitProfileDim and VisitProfileDim_CHCO_CDW_20170519054608135_19000101000000000_20170519054608135 tables,Pass
