Build,Date,Notes,TestCase,Verdict
22.2,6/2/2017,"Full Load:
Row counts are equal between MedicationOrderSourceProfileDim and MedicationOrderSourceProfileDim_CHCO_CDW_20170518103344598_19000101000000000_20170518103344598 tables.

MedicationOrderSourceProfileDim: 3738
MedicationOrderSourceProfileDim_CHCO_CDW_20170518103344598_19000101000000000_20170518103344598: 3738",Rowcount validation of CHCO source and GBQ target MedicationOrderSourceProfileDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between MedicationOrderTypeProfileDim and MedicationOrderTypeProfileDim_CHCO_CDW_20170518103348255_19000101000000000_20170518103348255 tables.

MedicationOrderTypeProfileDim: 62
MedicationOrderTypeProfileDim_CHCO_CDW_20170518103348255_19000101000000000_20170518103348255: 62",Rowcount validation of CHCO source and GBQ target MedicationOrderTypeProfileDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between MedicationSetDim and MedicationSetDim_CHCO_CDW_20170518103351475_19000101000000000_20170518103351475 tables.

MedicationSetDim: 268971
MedicationSetDim_CHCO_CDW_20170518103351475_19000101000000000_20170518103351475: 268971",Rowcount validation of CHCO source and GBQ target MedicationSetDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between ModifierBridge and ModifierBridge_CHCO_CDW_20170518103425642_19000101000000000_20170518103425642 tables.

ModifierBridge: 184
ModifierBridge_CHCO_CDW_20170518103425642_19000101000000000_20170518103425642: 184",Rowcount validation of CHCO source and GBQ target ModifierBridge table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between ModifierDim and ModifierDim_CHCO_CDW_20170518103429237_19000101000000000_20170518103429237 tables.

ModifierDim: 268
ModifierDim_CHCO_CDW_20170518103429237_19000101000000000_20170518103429237: 268",Rowcount validation of CHCO source and GBQ target ModifierDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between PatientAttributeValueDim and PatientAttributeValueDim_CHCO_CDW_20170518103436598_19000101000000000_20170518103436598 tables.

PatientAttributeValueDim: 9462361
PatientAttributeValueDim_CHCO_CDW_20170518103436598_19000101000000000_20170518103436598: 9462361",Rowcount validation of CHCO source and GBQ target PatientAttributeValueDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between PatientAttributedProviderFact_CHCO_CDW_20170518103432957_19000101000000000_20170518103432957 and PatientAttributedProviderFact_CHCO_CDW_20170518103432957_19000101000000000_20170518103432957 tables.

PatientAttributedProviderFact_CHCO_CDW_20170518103432957_19000101000000000_20170518103432957: 3
PatientAttributedProviderFact_CHCO_CDW_20170518103432957_19000101000000000_20170518103432957: 3",Rowcount validation of CHCO source and GBQ target PatientAttributedProviderFact_CHCO_CDW_20170518103432957_19000101000000000_20170518103432957 table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between PatientDim and PatientDim_CHCO_CDW_20170518105412091_19000101000000000_20170518105412091 tables.

PatientDim: 2491382
PatientDim_CHCO_CDW_20170518105412091_19000101000000000_20170518105412091: 2491382",Rowcount validation of CHCO source and GBQ target PatientDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between PatientLocationEventFact and PatientLocationEventFact_CHCO_CDW_20170518111355717_19000101000000000_20170518111355717 tables.

PatientLocationEventFact: 3254915
PatientLocationEventFact_CHCO_CDW_20170518111355717_19000101000000000_20170518111355717: 3254915",Rowcount validation of CHCO source and GBQ target PatientLocationEventFact table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between PatientLocationEventProfileDim and PatientLocationEventProfileDim_CHCO_CDW_20170518112912749_19000101000000000_20170518112912749 tables.

PatientLocationEventProfileDim: 6
PatientLocationEventProfileDim_CHCO_CDW_20170518112912749_19000101000000000_20170518112912749: 6",Rowcount validation of CHCO source and GBQ target PatientLocationEventProfileDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between PatientRegistryProfileDim and PatientRegistryProfileDim_CHCO_CDW_20170518112916483_19000101000000000_20170518112916483 tables.

PatientRegistryProfileDim: 14
PatientRegistryProfileDim_CHCO_CDW_20170518112916483_19000101000000000_20170518112916483: 14",Rowcount validation of CHCO source and GBQ target PatientRegistryProfileDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between PharmacyDim and PharmacyDim_CHCO_CDW_20170519030849771_19000101000000000_20170519030849771 tables.

PharmacyDim: 86669
PharmacyDim_CHCO_CDW_20170519030849771_19000101000000000_20170519030849771: 86669",Rowcount validation of CHCO source and GBQ target PharmacyDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between PlaceOfServiceDim and PlaceOfServiceDim_CHCO_CDW_20170519030913646_19000101000000000_20170519030913646 tables.

PlaceOfServiceDim: 191
PlaceOfServiceDim_CHCO_CDW_20170519030913646_19000101000000000_20170519030913646: 191",Rowcount validation of CHCO source and GBQ target PlaceOfServiceDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between ProcedureDim and ProcedureDim_CHCO_CDW_20170519030917333_19000101000000000_20170519030917333 tables.

ProcedureDim: 341512
ProcedureDim_CHCO_CDW_20170519030917333_19000101000000000_20170519030917333: 341512",Rowcount validation of CHCO source and GBQ target ProcedureDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between ProcedureOrderFact and ProcedureOrderFact_CHCO_CDW_20170519031105412_19000101000000000_20170519031105412 tables.

ProcedureOrderFact: 18868881
ProcedureOrderFact_CHCO_CDW_20170519031105412_19000101000000000_20170519031105412: 18868881",Rowcount validation of CHCO source and GBQ target ProcedureOrderFact table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between ProcedureOrderProfileDim and ProcedureOrderProfileDim_CHCO_CDW_20170519035737694_19000101000000000_20170519035737694 tables.

ProcedureOrderProfileDim: 32902
ProcedureOrderProfileDim_CHCO_CDW_20170519035737694_19000101000000000_20170519035737694: 32902",Rowcount validation of CHCO source and GBQ target ProcedureOrderProfileDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between ProcedureSetDim and ProcedureSetDim_CHCO_CDW_20170519035744757_19000101000000000_20170519035744757 tables.

ProcedureSetDim: 52877
ProcedureSetDim_CHCO_CDW_20170519035744757_19000101000000000_20170519035744757: 52877",Rowcount validation of CHCO source and GBQ target ProcedureSetDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between ProcedureTerminologyBridge and ProcedureTerminologyBridge_CHCO_CDW_20170519035755163_19000101000000000_20170519035755163 tables.

ProcedureTerminologyBridge: 4
ProcedureTerminologyBridge_CHCO_CDW_20170519035755163_19000101000000000_20170519035755163: 4",Rowcount validation of CHCO source and GBQ target ProcedureTerminologyBridge table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between ProcedureTerminologyDim and ProcedureTerminologyDim_CHCO_CDW_20170519035758726_19000101000000000_20170519035758726 tables.

ProcedureTerminologyDim: 89045
ProcedureTerminologyDim_CHCO_CDW_20170519035758726_19000101000000000_20170519035758726: 89045",Rowcount validation of CHCO source and GBQ target ProcedureTerminologyDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between ProcedureTerminologySetDim and ProcedureTerminologySetDim_CHCO_CDW_20170519035812757_19000101000000000_20170519035812757 tables.

ProcedureTerminologySetDim: 41713
ProcedureTerminologySetDim_CHCO_CDW_20170519035812757_19000101000000000_20170519035812757: 41713",Rowcount validation of CHCO source and GBQ target ProcedureTerminologySetDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between ProviderDim and ProviderDim_CHCO_CDW_20170519035821882_19000101000000000_20170519035821882 tables.

ProviderDim: 300825
ProviderDim_CHCO_CDW_20170519035821882_19000101000000000_20170519035821882: 300825",Rowcount validation of CHCO source and GBQ target ProviderDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between ReactionProfileDim and ReactionProfileDim_CHCO_CDW_20170519035941413_19000101000000000_20170519035941413 tables.

ReactionProfileDim: 481
ReactionProfileDim_CHCO_CDW_20170519035941413_19000101000000000_20170519035941413: 481",Rowcount validation of CHCO source and GBQ target ReactionProfileDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between ReferralEventFact and ReferralEventFact_CHCO_CDW_20170519035944866_19000101000000000_20170519035944866 tables.

ReferralEventFact: 9905475
ReferralEventFact_CHCO_CDW_20170519035944866_19000101000000000_20170519035944866: 9905475",Rowcount validation of CHCO source and GBQ target ReferralEventFact table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between ReferralEventProfileDim and ReferralEventProfileDim_CHCO_CDW_20170519042518305_19000101000000000_20170519042518305 tables.

ReferralEventProfileDim: 3278
ReferralEventProfileDim_CHCO_CDW_20170519042518305_19000101000000000_20170519042518305: 3278",Rowcount validation of CHCO source and GBQ target ReferralEventProfileDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between ReferralEventStatusProfileDim and ReferralEventStatusProfileDim_CHCO_CDW_20170519042521945_19000101000000000_20170519042521945 tables.

ReferralEventStatusProfileDim: 47587
ReferralEventStatusProfileDim_CHCO_CDW_20170519042521945_19000101000000000_20170519042521945: 47587",Rowcount validation of CHCO source and GBQ target ReferralEventStatusProfileDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between ReferralProfileDim and ReferralProfileDim_CHCO_CDW_20170519042539055_19000101000000000_20170519042539055 tables.

ReferralProfileDim: 3780
ReferralProfileDim_CHCO_CDW_20170519042539055_19000101000000000_20170519042539055: 3780",Rowcount validation of CHCO source and GBQ target ReferralProfileDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between ReferralReasonProfileDim and ReferralReasonProfileDim_CHCO_CDW_20170519042542820_19000101000000000_20170519042542820 tables.

ReferralReasonProfileDim: 42
ReferralReasonProfileDim_CHCO_CDW_20170519042542820_19000101000000000_20170519042542820: 42",Rowcount validation of CHCO source and GBQ target ReferralReasonProfileDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between ReferralStatusProfileDim and ReferralStatusProfileDim_CHCO_CDW_20170519042546133_19000101000000000_20170519042546133 tables.

ReferralStatusProfileDim: 455
ReferralStatusProfileDim_CHCO_CDW_20170519042546133_19000101000000000_20170519042546133: 455",Rowcount validation of CHCO source and GBQ target ReferralStatusProfileDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between RegistryMetricDim and RegistryMetricDim_CHCO_CDW_20170519042549492_19000101000000000_20170519042549492 tables.

RegistryMetricDim: 4202
RegistryMetricDim_CHCO_CDW_20170519042549492_19000101000000000_20170519042549492: 4202",Rowcount validation of CHCO source and GBQ target RegistryMetricDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between ResourceDim and ResourceDim_CHCO_CDW_20170519042553476_19000101000000000_20170519042553476 tables.

ResourceDim: 1946
ResourceDim_CHCO_CDW_20170519042553476_19000101000000000_20170519042553476: 1946",Rowcount validation of CHCO source and GBQ target ResourceDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between StandardDim and StandardDim_CHCO_CDW_20170519042557633_19000101000000000_20170519042557633 tables.

StandardDim: 36
StandardDim_CHCO_CDW_20170519042557633_19000101000000000_20170519042557633: 36",Rowcount validation of CHCO source and GBQ target StandardDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between SurgicalCaseFact and SurgicalCaseFact_CHCO_CDW_20170519042601773_19000101000000000_20170519042601773 tables.

SurgicalCaseFact: 1018
SurgicalCaseFact_CHCO_CDW_20170519042601773_19000101000000000_20170519042601773: 1018",Rowcount validation of CHCO source and GBQ target SurgicalCaseFact table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between SurgicalCaseProfileDim and SurgicalCaseProfileDim_CHCO_CDW_20170519042610836_19000101000000000_20170519042610836 tables.

SurgicalCaseProfileDim: 10266
SurgicalCaseProfileDim_CHCO_CDW_20170519042610836_19000101000000000_20170519042610836: 10266",Rowcount validation of CHCO source and GBQ target SurgicalCaseProfileDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between SurgicalProcedureEventFact and SurgicalProcedureEventFact_CHCO_CDW_20170519042615164_19000101000000000_20170519042615164 tables.

SurgicalProcedureEventFact: 2305
SurgicalProcedureEventFact_CHCO_CDW_20170519042615164_19000101000000000_20170519042615164: 2305",Rowcount validation of CHCO source and GBQ target SurgicalProcedureEventFact table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between SurgicalProcedureEventProfileDim and SurgicalProcedureEventProfileDim_CHCO_CDW_20170519042623680_19000101000000000_20170519042623680 tables.

SurgicalProcedureEventProfileDim: 6058
SurgicalProcedureEventProfileDim_CHCO_CDW_20170519042623680_19000101000000000_20170519042623680: 6058",Rowcount validation of CHCO source and GBQ target SurgicalProcedureEventProfileDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between SurgicalSupplyDim and SurgicalSupplyDim_CHCO_CDW_20170519042627461_19000101000000000_20170519042627461 tables.

SurgicalSupplyDim: 48738
SurgicalSupplyDim_CHCO_CDW_20170519042627461_19000101000000000_20170519042627461: 48738",Rowcount validation of CHCO source and GBQ target SurgicalSupplyDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between SurgicalSupplyUseFact and SurgicalSupplyUseFact_CHCO_CDW_20170519042639367_19000101000000000_20170519042639367 tables.

SurgicalSupplyUseFact: 74
SurgicalSupplyUseFact_CHCO_CDW_20170519042639367_19000101000000000_20170519042639367: 74",Rowcount validation of CHCO source and GBQ target SurgicalSupplyUseFact table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between SurgicalSupplyUseProfileDim and SurgicalSupplyUseProfileDim_CHCO_CDW_20170519042939352_19000101000000000_20170519042939352 tables.

SurgicalSupplyUseProfileDim: 27
SurgicalSupplyUseProfileDim_CHCO_CDW_20170519042939352_19000101000000000_20170519042939352: 27",Rowcount validation of CHCO source and GBQ target SurgicalSupplyUseProfileDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between SurveyAnswerFact and SurveyAnswerFact_CHCO_CDW_20170519042942852_19000101000000000_20170519042942852 tables.

SurveyAnswerFact: 3
SurveyAnswerFact_CHCO_CDW_20170519042942852_19000101000000000_20170519042942852: 3",Rowcount validation of CHCO source and GBQ target SurveyAnswerFact table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between TimeOfDayDim and TimeOfDayDim_CHCO_CDW_20170519042946461_19000101000000000_20170519042946461 tables.

TimeOfDayDim: 1443
TimeOfDayDim_CHCO_CDW_20170519042946461_19000101000000000_20170519042946461: 1443",Rowcount validation of CHCO source and GBQ target TimeOfDayDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between TransportProfileDim and TransportProfileDim_CHCO_CDW_20170519043029164_19000101000000000_20170519043029164 tables.

TransportProfileDim: 1429
TransportProfileDim_CHCO_CDW_20170519043029164_19000101000000000_20170519043029164: 1429",Rowcount validation of CHCO source and GBQ target TransportProfileDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between VisitAttributeValueDim and VisitAttributeValueDim_CHCO_CDW_20170519043032539_19000101000000000_20170519043032539 tables.

VisitAttributeValueDim: 9078139
VisitAttributeValueDim_CHCO_CDW_20170519043032539_19000101000000000_20170519043032539: 9078139",Rowcount validation of CHCO source and GBQ target VisitAttributeValueDim table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between VisitFact and VisitFact_CHCO_CDW_20170519044943352_19000101000000000_20170519044943352 tables.

VisitFact: 10489549
VisitFact_CHCO_CDW_20170519044943352_19000101000000000_20170519044943352: 10489549",Rowcount validation of CHCO source and GBQ target VisitFact table,Pass
22.2,6/2/2017,"Full Load:
Row counts are equal between VisitProfileDim and VisitProfileDim_CHCO_CDW_20170519054608135_19000101000000000_20170519054608135 tables.

VisitProfileDim: 19549
VisitProfileDim_CHCO_CDW_20170519054608135_19000101000000000_20170519054608135: 19549",Rowcount validation of CHCO source and GBQ target VisitProfileDim table,Pass
